Fund,Fund Description,Department,Department Description,Business Unit,Business Unit Description,Object Account,Object Account Description,FY2010 Budgeted Revenues,FY2010 Actual Revenues,FY2011 Budgeted Revenues,FY2011 Actual Revenues,FY2012 Budgeted Revenues,FY2012 Actual Revenues,FY2013 Budgeted Revenues,FY2013 Actual Revenues,FY 14 Budgeted Revenues,FY 14 Actual Revenues,FY 15 Budgeted Revenues,FY 15 Actual Revenues,FY 16 Budgeted Revenues,FY 16 Actual Revenues,FY 17 Budgeted Revenues,FY 17 Actual Revenues,FY18 Budgeted Revenues,FY 18 Actual Revenues,FY 19 Budgeted Revenues,FY 19 Actual Revenues,FY2020 Budgeted Revenues,FY2020 Actual Revenues
10101,GSD General,31,Police,31121753,x-POL  Identification,407601,Photostat & Microfilm,0,0,0,0,0,0,0,0,0.00,-6865.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,31,Police,31121760,POL Crime Lab,407601,Photostat & Microfilm,0,0,0,0,0,0,0,0,0.00,-4348.00,0.00,-23986.99,-15000.00,-25544.09,-24000.00,-23744.55,-24000.00,-24152.00,-24000.00,-25406.01,-24000,-2824
10101,GSD General,31,Police,31121801,POL Property & Evidence Key,404780,Sale-Confiscated Prop,0,-8600.46,0,-14898.07,0,-433.5,0,0,0.00,0.00,0.00,0.00,0.00,-1808.89,0.00,-21505.83,-6000.00,-6219.77,-6000.00,-552.33,-6000,-8753.95
10101,GSD General,31,Police,31121801,POL Property & Evidence Key,407606,Garbage & Junk,0,-706.05,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,31,Police,31121850,POL Facility Mgmt and Security,409514,Cost Reimbursement,0,0,0,0,0,0,0,0,0.00,-240.00,0.00,-400.00,0.00,0.00,0.00,0.00,0.00,-380.00,0.00,-450.00,0,-350
10101,GSD General,31,Police,31122001,POL Traffic Key,406415,TN Cost Reimbursement,0,0,0,0,0,0,-25000,-17425,-25000.00,-18480.00,-25000.00,-18565.00,-25000.00,-31900.00,-25000.00,-20275.00,-25000.00,-11450.00,-25000.00,-10175.00,-25000,-7125
10101,GSD General,31,Police,31122051,POL Tactical Inves Key,406415,TN Cost Reimbursement,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,3512.07
10101,GSD General,31,Police,31122201,POL Warrants Key,408702,External Source Recovery,0,0,0,0,0,0,0,0,0.00,-499.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,31,Police,31122201,POL Warrants Key,406415,TN Cost Reimbursement,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,195.55
10101,GSD General,31,Police,31122201,POL Warrants Key,407736,Police Investigation Fee,-2900,-3355.52,-3000,-2679.55,-3000,-3242.03,-3000,-3510.86,-3000.00,-3574.57,-3000.00,-4492.46,-3000.00,-5060.39,-3000.00,-4125.62,-3000.00,-4322.65,-3000.00,-6751.15,-3000,-5206.41
10101,GSD General,31,Police,31122401,POL East Sector Key,408702,External Source Recovery,0,0,0,-250,0,-120,0,-83,0.00,-40.00,0.00,-20.00,0.00,0.00,0.00,-194.53,0.00,0.00,0.00,-35.00,0,-6.81
10101,GSD General,31,Police,31122403,POL Patrol South Sector Key,408702,External Source Recovery,0,0,0,0,0,0,0,0,0.00,-100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,31,Police,31122403,POL Patrol South Sector Key,409518,Other,0,0,0,0,0,0,0,0,0.00,-2400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,31,Police,31122409,POL Patrol West Sector Key,408702,External Source Recovery,0,0,0,0,0,0,0,0,0.00,-1300.00,0.00,-400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,31,Police,31122411,POL Patrol North Sector Key,408702,External Source Recovery,0,0,0,0,0,0,0,0,0.00,0.00,0.00,-8972.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,31,Police,31122411,POL Patrol North Sector Key,409518,Other,0,0,0,0,0,0,0,0,0.00,-1200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,31,Police,31122413,POL Midtown Hills Precinct,408702,External Source Recovery,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,-100.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,31,Police,31122413,POL Midtown Hills Precinct,409518,Other,0,0,0,0,0,0,0,0,0.00,0.00,0.00,-2400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,31,Police,31123051,POL Special Events Prog Key,409514,Cost Reimbursement,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-21337.71,0.00,0.00,0,0
10101,GSD General,31,Police,31123201,POL School Resource Key,409514,Cost Reimbursement,0,-6000,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,31,Police,31123201,POL School Resource Key,409518,Other,0,0,0,0,0,0,0,0,0.00,-5400.00,0.00,-0.10,0.00,-9730.00,0.00,-1500.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,31,Police,31160320,POL Secondary Employment Unit,407730,Police Secondary Employ,0,0,0,0,0,0,0,0,-2578300.00,-938328.43,-2578300.00,-2593422.96,-3218900.00,-2793939.38,-3538300.00,-3464409.65,-5745300.00,-5306017.48,-5569400.00,-6294572.51,-6533400,-5614688.42
10101,GSD General,31,Police,31160420,POL ALOB Payment Approvals,408702,External Source Recovery,0,-13022.71,0,0,0,0,0,0,0.00,-189.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,31,Police,31160420,POL ALOB Payment Approvals,406415,TN Cost Reimbursement,0,-31315,0,-31200,0,-60500,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,31,Police,31160610,POL ALOB Records Mgmt Servi,407601,Photostat & Microfilm,-240000,-161052.32,-87600,-148698.03,-115700,-150749.86,-164400,-146762.32,-164400.00,-115306.90,-135400.00,-88724.79,-135400.00,-67361.12,-136300.00,-54766.63,-136300.00,-57610.53,-136300.00,-70441.61,-136300,-83777.42
10101,GSD General,31,Police,31160810,POL ALOB Executive Leadersh,409300,Contribute-Group/Individual,0,-107.38,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,31,Police,31160810,POL ALOB Executive Leadersh,409514,Cost Reimbursement,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1500.00,0.00,0.00,0,0
10101,GSD General,31,Police,31160810,POL ALOB Executive Leadersh,409515,Sale Of Miscellaneous Items,0,0,0,-185,0,-175,0,-105,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,32,Fire,32114110,FIR GSD Fire Support,406415,TN Cost Reimbursement,-600,0,-600,-600,-600,0,0,-3600,0.00,-3000.00,0.00,-2400.00,0.00,-2400.00,0.00,-1800.00,0.00,-2400.00,0.00,-3600.00,0,-5600
10101,GSD General,32,Fire,32114210,FIR GSD EMS Support,409518,Other,0,0,0,6009.11,0,0,0,0,0.00,-25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,32,Fire,32114210,FIR GSD EMS Support,407601,Photostat & Microfilm,-10100,-3153.9,-10100,-702.7,-300,-144,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,32,Fire,32114210,FIR GSD EMS Support,406211,ADPI-Medicaid/TNCAre thruStat,-60200,-8506.68,0,-621.11,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,32,Fire,32114210,FIR GSD EMS Support,406212,EMSM-Medicaid/TNCAre thruState,0,-1740.73,-60200,-6857.24,-13200,-1184.44,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,32,Fire,32114210,FIR GSD EMS Support,406310,Medicaid/TNCare thru Other,0,0,0,0,0,165.97,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,32,Fire,32114210,FIR GSD EMS Support,406311,ADPI-Medicaid/TNCare thruOthe,-2208000,-1095762.78,0,-66334.61,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,32,Fire,32114210,FIR GSD EMS Support,406312,EMSM-Medicaid/TNCare thruOther,0,-315734.41,-2208000,-1900812.74,-1588600,-1780102.35,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,32,Fire,32114210,FIR GSD EMS Support,406321,ADPI-Medicare thru OtherPassT,-4749600,-3040338.54,0,-197290.84,0,279.67,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,32,Fire,32114210,FIR GSD EMS Support,406322,EMSM-Medicare thru OtherPassT,0,-1233141.51,-3800000,-3379593.74,-3614000,-1778162.16,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,32,Fire,32114210,FIR GSD EMS Support,407748,Emergency Ambulance SEU,-700,-2719.53,-700,-365.6,-200,-2117,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,32,Fire,32114210,FIR GSD EMS Support,407753,ADPI-Emergency Ambulance,-6115200,-3614534.48,0,-1318270.72,-7000,-52905.9,0,0,0.00,-745.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,32,Fire,32114210,FIR GSD EMS Support,407760,PAS Emergency Ambulance,-22900,-5170.18,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,32,Fire,32114210,FIR GSD EMS Support,407761,PAS EMS ADPI Collections,-380000,-2225.89,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,32,Fire,32114210,FIR GSD EMS Support,407770,RRY Emergency Ambulance,0,0,-22900,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,32,Fire,32114210,FIR GSD EMS Support,407771,RRY EMS ADPI Collections,0,-304286.05,0,-99414.68,-37500,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,32,Fire,32114210,FIR GSD EMS Support,407772,EMSM-Emergency Ambulance,0,-2000355.35,-6115200,-8768781.76,-8022300,-7805260.59,0,-164.2,0.00,-4015.42,0.00,-728.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,32,Fire,32114210,FIR GSD EMS Support,407773,RRY EMS EMSM Collections,0,0,-380000,-99977.3,-75000,-760657.54,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,32,Fire,32114510,FIR GSD Logistics,406415,TN Cost Reimbursement,0,0,0,0,0,0,0,0,0.00,0.00,0.00,-600.00,0.00,-1200.00,0.00,-1800.00,0.00,-1200.00,0.00,-600.00,0,-800
10101,GSD General,32,Fire,32114710,FIR GSD Training,406415,TN Cost Reimbursement,-8400,-6000,-8400,-4800,-8400,-4800,0,-3600,0.00,-1200.00,0.00,-3600.00,0.00,-4200.00,0.00,-3600.00,0.00,-6000.00,0.00,-6000.00,0,-8000
10101,GSD General,32,Fire,32115110,x-FIR GSD Residential Responses,406415,TN Cost Reimbursement,-1200,-2400,-1200,-1800,-1200,-1800,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,32,Fire,32115210,FIR GSD Specialized Services,406415,TN Cost Reimbursement,0,0,0,0,0,0,0,-600,0.00,-1200.00,0.00,-2400.00,0.00,-2400.00,0.00,-1800.00,0.00,-2400.00,0.00,-4200.00,0,-5600
10101,GSD General,32,Fire,32115410,FIR GSD EMS Operations,407601,Photostat & Microfilm,0,0,0,0,0,0,-200,-106.66,-200.00,-325.35,-200.00,-17.25,-100.00,0.00,-100.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,32,Fire,32115410,FIR GSD EMS Operations,406415,TN Cost Reimbursement,-19900,-22200,-19900,-23400,-19900,-24000,0,-1200,0.00,-2280.00,0.00,-18600.00,0.00,-16800.00,0.00,0.00,0.00,-600.00,0.00,0.00,0,0
10101,GSD General,32,Fire,32115410,FIR GSD EMS Operations,406212,EMSM-Medicaid/TNCAre thruState,0,0,0,0,0,0,-1700,157.48,-1700.00,-8082.76,0.00,-4311.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-612.20,0,0
10101,GSD General,32,Fire,32115410,FIR GSD EMS Operations,406310,Medicaid/TNCare thru Other,0,0,0,0,0,0,0,244.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,32,Fire,32115410,FIR GSD EMS Operations,406312,EMSM-Medicaid/TNCare thruOther,0,0,0,0,0,0,-2000000,-1618539.4,-2000000.00,-2076911.03,-1900000.00,-1139943.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,32,Fire,32115410,FIR GSD EMS Operations,406322,EMSM-Medicare thru OtherPassT,0,0,0,0,0,0,-1900000,-2152892.65,-1900000.00,-3626562.96,-1900000.00,-2008959.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,32,Fire,32115410,FIR GSD EMS Operations,407748,Emergency Ambulance SEU,0,0,0,0,0,0,0,-4800,0.00,-2850.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,32,Fire,32115410,FIR GSD EMS Operations,407753,ADPI-Emergency Ambulance,0,0,0,0,0,0,0,-45650.01,0.00,-5842.82,0.00,-13002.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,32,Fire,32115410,FIR GSD EMS Operations,407771,RRY EMS ADPI Collections,0,0,0,0,0,0,0,-40871.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,32,Fire,32115410,FIR GSD EMS Operations,407772,EMSM-Emergency Ambulance,0,0,0,0,0,0,-9100000,-8224626.37,-9100000.00,-8269700.72,-8800000.00,-3918943.31,0.00,23845.50,0.00,-1065.14,0.00,0.00,0.00,0.00,0,0
10101,GSD General,32,Fire,32115410,FIR GSD EMS Operations,407773,RRY EMS EMSM Collections,0,0,0,0,0,0,-480000,-772705.85,-480000.00,-818876.29,-480000.00,-175871.50,0.00,-107748.99,0.00,-95510.69,0.00,-85755.70,0.00,-40272.68,0,-10577.94
10101,GSD General,32,Fire,32115410,FIR GSD EMS Operations,406213,MARS-Medicaid/TNCare thruState,0,0,0,0,0,0,0,0,0.00,0.00,0.00,-527972.63,0.00,-2103987.36,-1868000.00,-2121722.91,-1868000.00,-2083886.62,-2170000.00,-2080885.50,-830000,-337999.22
10101,GSD General,32,Fire,32115410,FIR GSD EMS Operations,406214,EMS-Medicaid Supplemental Prgm,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1612934.99,-1103300.00,-1416044.48,-1103300,-1077691.18
10101,GSD General,32,Fire,32115410,FIR GSD EMS Operations,406215,DTCH-Medicaid/TNCare thruState,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,-1822925.43
10101,GSD General,32,Fire,32115410,FIR GSD EMS Operations,406313,MARS-Medicaid/TNCare thruOther,0,0,0,0,0,0,0,0,0.00,0.00,0.00,-543855.84,-1900000.00,-892704.31,-703200.00,-831433.86,-703200.00,-1014190.71,-830000.00,-532461.21,-2100000,-137666.69
10101,GSD General,32,Fire,32115410,FIR GSD EMS Operations,406314,DTCH-Medicaid/TNCare thruOther,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,-369736.59
10101,GSD General,32,Fire,32115410,FIR GSD EMS Operations,406323,MARS-Medicare thru OtherPassT,0,0,0,0,0,0,0,0,0.00,0.00,0.00,-2714896.15,-3400000.00,-6240387.31,-5351000.00,-5763066.39,-5351100.00,-6824644.57,-5720000.00,-7308377.46,-5775000,-1162283.33
10101,GSD General,32,Fire,32115410,FIR GSD EMS Operations,406324,DTCH-Medicare thru OtherPassT,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,-5981292.33
10101,GSD General,32,Fire,32115410,FIR GSD EMS Operations,407777,ACSI EMS EMSM Collections,0,0,0,0,0,0,0,0,0.00,-112102.24,0.00,-214093.43,-500000.00,-239148.67,-178500.00,-378944.52,-178500.00,-450938.02,-175000.00,-588751.92,-200000,-530970.17
10101,GSD General,32,Fire,32115410,FIR GSD EMS Operations,407779,MARS-Emergency Ambulance,0,0,0,0,0,0,0,0,0.00,0.00,0.00,-2830221.20,-7600000.00,-7507271.76,-5921000.00,-9240183.27,-5921000.00,-8673705.23,-8737000.00,-8075758.88,-8700000,-2106915.83
10101,GSD General,32,Fire,32115410,FIR GSD EMS Operations,407879,DTCH-Emergency Ambulance,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,-6855907.44
10101,GSD General,32,Fire,32115410,FIR GSD EMS Operations,409100,Cash Contributions,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,-35.00,0.00,0.00,0.00,0.00,0.00,0.00,0,-372542.4
10101,GSD General,32,Fire,32115510,FIR GSD Fire Operations,409300,Contribute-Group/Individual,0,0,0,0,0,0,0,0,0.00,-570.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,32,Fire,32115510,FIR GSD Fire Operations,406415,TN Cost Reimbursement,-52300,-54600,-52300,-52200,-52300,-55200,-93600,-88200,-93600.00,-67200.00,-88000.00,-64800.00,-88000.00,-52800.00,-88200.00,-51600.00,-88200.00,-52800.00,-88200.00,-63600.00,-112200,-88800
10101,GSD General,32,Fire,32116110,x-FIR  GSD Arson Inv Close Rpts,406415,TN Cost Reimbursement,-1700,-1200,-1700,-1200,-1700,-1800,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,32,Fire,32116210,FIR GSD Pub Fire Educ-Com Srvc,409100,Cash Contributions,0,0,0,0,-300,-299.92,-300,-217.45,-300.00,-166.68,-100.00,-266.97,-300.00,-308.07,-300.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,32,Fire,32116310,FIR GSD Fire Prevention,409518,Other,0,0,0,-250,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,32,Fire,32116310,FIR GSD Fire Prevention,406415,TN Cost Reimbursement,-4100,-3600,-4100,-3600,-4100,-3600,0,-8400,0.00,-6000.00,0.00,-5400.00,0.00,-5400.00,0.00,-4800.00,0.00,-7800.00,0.00,-8400.00,0,-9600
10101,GSD General,32,Fire,32160210,FIR GSD Facilities Maint,407606,Garbage & Junk,0,0,0,-1710,0,0,0,-2324.7,0.00,-1261.16,0.00,0.00,0.00,-197.85,0.00,0.00,0.00,-139.89,0.00,-643.20,0,-23.4
10101,GSD General,32,Fire,32160710,FIR GSD Occup Health & Safety,406415,TN Cost Reimbursement,0,0,0,0,0,-1200,0,0,0.00,-1200.00,0.00,-600.00,0.00,-1200.00,0.00,-1200.00,0.00,-1800.00,0.00,-1200.00,0,-1600
10101,GSD General,32,Fire,32160810,FIR GSD Admin,405471,Interest-MIP,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,-2.65,0.00,-12.90,0.00,-4.23,0.00,-0.03,0,0
10101,GSD General,32,Fire,32160810,FIR GSD Admin,405472,Unrealized Gain/Loss MIP,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,-1.82,0.00,-3.20,0.00,-1.55,0.00,-0.01,0,0
10101,GSD General,32,Fire,32160810,FIR GSD Admin,405473,Realized Gain/Loss MIP,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.11,0.00,3.44,0.00,0.01,0.00,0.01,0,0
10101,GSD General,32,Fire,32160810,FIR GSD Admin,409300,Contribute-Group/Individual,-272,-272,-400,-426.25,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,32,Fire,32160810,FIR GSD Admin,406415,TN Cost Reimbursement,-1200,-1200,-1200,-600,-1200,-1200,0,0,0.00,0.00,0.00,-600.00,0.00,-1800.00,0.00,-2400.00,0.00,-1800.00,0.00,-1200.00,0,-3200
10101,GSD General,32,Fire,32160810,FIR GSD Admin,418139,Court Testimory Reimbursemen,0,0,0,0,0,0,0,-56.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,33,Codes Administration,33101000,COD Administration,407709,Code Enforcement,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,-110
10101,GSD General,33,Codes Administration,33120110,COD Const'n/Land Use Key Produ,403114,Arborist License,-200,0,-200,-100,-200,-25,-200,-25,-200.00,-50.00,-100.00,0.00,-100.00,-50.00,-100.00,0.00,-100.00,-25.00,-100.00,-200.00,-100,-225
10101,GSD General,33,Codes Administration,33120110,COD Const'n/Land Use Key Produ,403305,Building Permit,0,0,0,0,0,0,0,226.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,33,Codes Administration,33120110,COD Const'n/Land Use Key Produ,407701,Appeals-Codes,-231000,-275442.41,-216000,-285373,-274500,-310581.45,-285000,-270493.19,-285000.00,-285589.85,-274000.00,-303257.11,-281500.00,-285501.42,-286000.00,-264321.88,-286000.00,-302661.55,-279000.00,-305369.10,-284000,-210721.85
10101,GSD General,33,Codes Administration,33120110,COD Const'n/Land Use Key Produ,407707,Plans Examination,-650000,-626598.79,-1335000,-837663.57,-925000,-1194690.31,-1125000,-1283618.48,-1100000.00,-1390124.85,-1235000.00,-1523924.61,-1340000.00,-2028354.91,-1690000.00,-1883610.07,-1608500.00,-1892517.37,-1850000.00,-1924474.16,-1850000,-2047526.48
10101,GSD General,33,Codes Administration,33120140,COD SexuallyOrientedBusBd Key,403120,Adult Entertainment Lic,-30000,-37793,-30000,-40165,-39000,-41060,-40500,-39947.61,-40500.00,-32774.00,-37900.00,-31769.00,-36500.00,-32487.00,-35000.00,-28484.00,-35000.00,-24961.00,-33000.00,-31928.00,-26000,-27916
10101,GSD General,33,Codes Administration,33120210,COD Better N'hoods Key Product,403323,After Hours Permit,-4500,-100,-1000,-350,-1000,0,-1100,0,-500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,33,Codes Administration,33120210,COD Better N'hoods Key Product,403333,Short-term Rental Permit,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,33,Codes Administration,33120210,COD Better N'hoods Key Product,404304,Codes Offender School Fee,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-6730.00,-7500.00,-5400.00,-7000,-1260
10101,GSD General,33,Codes Administration,33120210,COD Better N'hoods Key Product,407755,Dumping,-2500,-720,-1500,-210,-1500,-210,-500,-140,-500.00,-315.00,-300.00,-315.00,-300.00,-735.00,-300.00,-1750.00,-1200.00,-2835.00,-1500.00,-3675.00,-2700,-3665
10101,GSD General,33,Codes Administration,33120210,COD Better N'hoods Key Product,407797,Landlord Registration Fees,-25000,-43130,-39300,-46050,-38600,-56935,-47000,-61660,-52500.00,-64640.00,-52000.00,-65060.00,-60500.00,-64840.00,-64000.00,-64600.00,-64000.00,-70760.00,-64000.00,-64760.00,-65000,-63040
10101,GSD General,33,Codes Administration,33120310,COD Building Code Inspections,403305,Building Permit,-3500000,-3976923.73,-4015200,-4282325.77,-4500000,-5475175.41,-4920000,-6466854.85,-5350000.00,-7273940.39,-5750000.00,-9223354.15,-7400000.00,-13905833.27,-11400000.00,-12839645.42,-11000000.00,-13022449.82,-12900000.00,-14644900.56,-13100000,-15105009.06
10101,GSD General,33,Codes Administration,33120310,COD Building Code Inspections,407701,Appeals-Codes,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-250.00,0.00,0.00,0,0
10101,GSD General,33,Codes Administration,33120310,COD Building Code Inspections,403333,Short-term Rental Permit,0,0,0,0,0,0,0,0,0.00,0.00,0.00,-32400.00,-50000.00,-84700.00,-44000.00,-142448.85,-65000.00,-189100.00,-140000.00,-285393.00,-1280000,-1659359.25
10101,GSD General,33,Codes Administration,33120310,COD Building Code Inspections,403306,Electrical Permit,-1050000,-947905.33,-1315000,-1202607.2,-1200000,-1298241.32,-1190000,-1627723.4,-1300000.00,-1917401.69,-1500000.00,-2280544.18,-1890000.00,-2787449.43,-2425000.00,-2936910.72,-2425000.00,-2530787.37,-2460000.00,-2434000.19,-2275000,-2870936.88
10101,GSD General,33,Codes Administration,33120310,COD Building Code Inspections,403307,Plumbing Permit,-500000,-496428.91,-735000,-606289.65,-625000,-804049.66,-685000,-1016464.87,-775000.00,-1289580.48,-1050000.00,-1568028.74,-1235000.00,-2093010.52,-1950000.00,-2214058.50,-1925000.00,-1947539.48,-1920000.00,-1975304.13,-1725000,-2111305.32
10101,GSD General,33,Codes Administration,33120310,COD Building Code Inspections,403310,Gas Code Permit,-575000,-614740.44,-880000,-896426.94,-900000,-1034690.37,-980000,-1191127.26,-975000.00,-1554870.32,-1200000.00,-1803800.03,-1475000.00,-2331023.53,-1900000.00,-2580657.68,-1875000.00,-2145387.23,-2000000.00,-2291533.58,-2020000,-2254890.22
10101,GSD General,33,Codes Administration,33120310,COD Building Code Inspections,407613,Build Permit Data,-1000,-223.3,-1000,-95.4,-500,-301.85,-500,-271.9,-500.00,-303.10,-400.00,-2.50,-300.00,-15.50,-300.00,-10.00,-100.00,0.00,-100.00,-2.00,-100,0
